Dato;Pris;Fellesgjeld;Totalpris;BRA;Boligtype;Eieform;Byggeår;Fylke;Kommune;CityDistrict;Etasje;Soverom;Tomtestørrelse
2023-01-01;3500000;0;3500000;124;Tomannsbolig;Selveier;1927;Vestland;BERGEN;Årstad;2;2;402
2023-01-01;2730000;57339;2787339;44;Leilighet;Borettslag;1960;Vestland;BERGEN;Årstad;2;1;3015,2
2023-01-01;2600000;310982;2910982;48;Leilighet;Aksjeleilighet;1951;Vestland;BERGEN;Årstad;NULL;1;3859,9
2023-01-01;2990000;412503;3402503;88;Leilighet;Borettslag;1970;Vestland;BERGEN;Åsane;3;3;15724,3
2023-01-01;4025000;0;4025000;87;Leilighet;Selveier;2018;Vestland;BERGEN;Åsane;4;3;5099,9
2023-01-01;2920000;153403;3073403;67;Leilighet;Borettslag;1958;Vestland;BERGEN;Årstad;NULL;2;13326,4
2023-01-01;7500000;0;7500000;249;Enebolig;Selveier;1984;Vestland;BERGEN;Fyllingsdalen;NULL;4;602,4
2023-01-01;2000000;70175;2070175;69;Leilighet;Borettslag;1960;Vestland;BERGEN;Laksevåg;1;2;555,2
2023-01-01;5050000;0;5050000;91;Leilighet;Selveier;2012;Vestland;BERGEN;Fana;1;2;15130,7
2023-01-01;4250000;0;4250000;143;Rekkehus;Selveier;1978;Vestland;BERGEN;Laksevåg;NULL;4;164,2
2023-01-01;6650000;0;6650000;83;Leilighet;Selveier;2016;Vestland;BERGEN;Årstad;2;2;3554,9
2023-01-01;3100000;0;3100000;38;Leilighet;Selveier;2012;Vestland;BERGEN;Årstad;2;1;2393,7
2023-01-01;3190000;109500;3299500;114;Leilighet;Selveier;1985;Vestland;BERGEN;Åsane;4;3;4271,3
2023-01-01;2910000;152034;3062034;65;Leilighet;Borettslag;1959;Vestland;BERGEN;Årstad;3;2;13326,4
2023-01-01;6900000;0;6900000;139;Rekkehus;Selveier;2019;Vestland;BERGEN;Fana;NULL;3;11875
2023-01-01;3350000;16258;3366258;38;Leilighet;Selveier;1925;Vestland;BERGEN;Bergenhus;3;1;271,5
2023-01-01;2900000;0;2900000;74;Leilighet;Borettslag;1971;Vestland;BERGEN;Fyllingsdalen;1;2;20958,8
2023-01-01;1890000;0;1890000;60;Leilighet;Selveier;2009;Vestland;ALVER;NULL;1;1;5705,9
2023-01-01;4330000;94000;4424000;73;Leilighet;Borettslag;1963;Vestland;BERGEN;Bergenhus;4;2;844,4
2023-01-01;2450000;0;2450000;115;Rekkehus;Selveier;1992;Vestland;ALVER;NULL;NULL;2;336
2023-01-01;2800000;95513;2895513;42;Leilighet;Selveier;1927;Vestland;BERGEN;Bergenhus;1;1;280,7
2023-01-01;3600000;0;3600000;96;Leilighet;Selveier;2016;Vestland;ØYGARDEN;NULL;3;2;3084,1
2023-01-01;4150000;0;4150000;56;Leilighet;Selveier;2022;Vestland;BERGEN;Bergenhus;2;3;5121
2023-01-01;4450000;0;4450000;109;Tomannsbolig;Selveier;2000;Vestland;ØYGARDEN;NULL;NULL;3;740,8
2023-01-01;7850000;0;7850000;171;Enebolig;Selveier;1996;Vestland;BERGEN;Ytrebygda;NULL;4;335,4
2023-01-01;1600000;2004000;3604000;66;Leilighet;Borettslag;2022;Vestland;BERGEN;Laksevåg;2;2;888,6
2023-01-01;3500000;0;3500000;141;Tomannsbolig;Selveier;2017;Vestland;ØYGARDEN;NULL;NULL;3;885
2023-01-01;2950000;0;2950000;45;Leilighet;Selveier;2005;Vestland;BERGEN;Bergenhus;5;1;12415,3
2023-01-01;2190000;0;2190000;55;Leilighet;Selveier;1960;Vestland;BERGEN;Årstad;2;1;9476,5
2023-01-01;7600000;0;7600000;160;Enebolig;Selveier;2018;Vestland;BERGEN;Fana;NULL;4;485,4
2023-01-01;3260000;162259;3422259;85;Leilighet;Borettslag;1973;Vestland;BERGEN;Fyllingsdalen;11;3;106025,1
2023-01-01;4900000;0;4900000;106;Leilighet;Selveier;1993;Vestland;BERGEN;Fana;2;3;1155,5
2023-01-01;3110000;165500;3275500;56;Leilighet;Selveier;1929;Vestland;BERGEN;Årstad;1;1;1067,8
2023-01-01;2470000;0;2470000;150;Enebolig;Selveier;1957;Vestland;ASKØY;NULL;NULL;3;585,3
2023-01-01;2680000;0;2680000;45;Leilighet;Selveier;2005;Vestland;BERGEN;Bergenhus;1;1;12415,3
2023-01-01;4700000;0;4700000;147;Enebolig;Selveier;1938;Vestland;BERGEN;Fana;NULL;1;904,6
2023-01-01;3500000;131624;3631624;83;Leilighet;Borettslag;1962;Vestland;BERGEN;Årstad;4;3;38166,7
2023-01-01;3890000;0;3890000;86;Leilighet;Selveier;2019;Vestland;BJØRNAFJORDEN;NULL;3;3;4174,2
2023-01-01;2640000;0;2640000;53;Leilighet;Selveier;2016;Vestland;BJØRNAFJORDEN;NULL;2;2;2594,1
2023-01-01;3450000;0;3450000;157;Enebolig;Selveier;1964;Vestland;BERGEN;Fana;NULL;3;1076
2023-01-01;6300000;0;6300000;209;Enebolig;Selveier;1985;Vestland;BERGEN;Åsane;NULL;5;507,2
2023-01-01;1650000;546959;2196959;46;Leilighet;Borettslag;1972;Vestland;BERGEN;Fana;4;1;29493,6
2023-01-01;2600000;0;2600000;66;Leilighet;Selveier;2016;Vestland;ØYGARDEN;NULL;1;2;2443,4
2023-01-01;5020000;0;5020000;136;Rekkehus;Selveier;1982;Vestland;BERGEN;Fyllingsdalen;NULL;3;190,6
2023-01-01;2625000;209943;2834943;88;Leilighet;Borettslag;1976;Vestland;BERGEN;Laksevåg;4;2;88221
2023-01-01;5100000;0;5100000;71;Leilighet;Selveier;1994;Vestland;BERGEN;Bergenhus;2;2;205,9
2023-01-01;1890000;314000;2204000;94;Leilighet;Borettslag;1968;Vestland;BERGEN;Laksevåg;2;2;35284
2023-01-01;2400000;0;2400000;48;Leilighet;Selveier;1935;Vestland;BERGEN;Årstad;2;1;259,1
2023-01-01;4400000;102695;4502695;109;Rekkehus;Borettslag;1962;Vestland;BERGEN;Fyllingsdalen;NULL;3;74152,1
2023-01-01;2500000;160000;2660000;97;Leilighet;Borettslag;1972;Vestland;BERGEN;Laksevåg;2;3;69785,8
2023-01-01;2199000;932000;3131000;41;Leilighet;Borettslag;1922;Vestland;BERGEN;Årstad;2;1;1407
2023-01-01;5500000;0;5500000;228;Enebolig;Selveier;1991;Vestland;ØYGARDEN;NULL;NULL;4;759,6
2023-01-01;3210000;504915;3714915;63;Leilighet;Borettslag;1978;Vestland;BERGEN;Bergenhus;2;1;0
2023-01-01;2350000;0;2350000;27;Leilighet;Selveier;2008;Vestland;BERGEN;Bergenhus;5;NULL;143
2023-01-01;2225000;316000;2541000;93;Leilighet;Borettslag;1968;Vestland;BERGEN;Laksevåg;10;2;35284
2023-01-01;725000;0;725000;82;Enebolig;Selveier;1906;Vestland;ØYGARDEN;NULL;NULL;NULL;1247,2
2023-01-01;2980000;553658;3533658;120;Leilighet;Borettslag;1991;Vestland;BERGEN;Laksevåg;5;2;25833,2
2023-01-01;2800000;192072;2992072;54;Leilighet;Aksjeleilighet;1926;Vestland;BERGEN;Årstad;2;1;3860
2023-01-01;3400000;967;3400967;114;Leilighet;Selveier;1986;Vestland;BERGEN;Fana;3;3;23174,7
2023-01-01;2300000;18391;2318391;54;Leilighet;Borettslag;1964;Vestland;BERGEN;Årstad;2;1;10436,7
2023-01-01;4590000;0;4590000;70;Leilighet;Selveier;2017;Vestland;BERGEN;Bergenhus;1;2;3016,2
2023-01-01;3260000;362388;3622388;67;Leilighet;Aksjeleilighet;1953;Vestland;BERGEN;Årstad;4;2;6627,9
2023-01-01;3850000;0;3850000;69;Leilighet;Selveier;2011;Vestland;BERGEN;Ytrebygda;1;2;2115,2
2023-01-01;3100000;354366;3454366;87;Leilighet;Borettslag;1938;Vestland;BERGEN;Årstad;2;2;595,6
2023-01-01;3650000;13000;3663000;81;Leilighet;Selveier;2008;Vestland;BERGEN;Fana;2;2;5671,5
2023-01-01;2690000;496577;3186577;73;Leilighet;Borettslag;1972;Vestland;BERGEN;Fyllingsdalen;1;3;94349,3
2023-01-01;2720000;296000;3016000;99;Leilighet;Borettslag;1981;Vestland;BERGEN;Laksevåg;2;3;14045,8
2023-01-01;3650000;27458;3677458;68;Leilighet;Borettslag;1963;Vestland;BERGEN;Årstad;3;2;10436,7
2023-01-01;3150000;0;3150000;121;Enebolig;Selveier;1974;Vestland;ALVER;NULL;NULL;3;157,3
2023-01-01;3650000;0;3650000;97;Leilighet;Selveier;2009;Vestland;BERGEN;Fana;2;3;1011
2023-01-01;3000000;398952;3398952;80;Leilighet;Borettslag;1972;Vestland;BERGEN;Fyllingsdalen;1;3;6927,2
2023-01-01;2520000;364476;2884476;57;Leilighet;Borettslag;1961;Vestland;BERGEN;Årstad;2;1;1800,3
2023-01-01;3350000;0;3350000;62;Leilighet;Selveier;2018;Vestland;BERGEN;Ytrebygda;3;2;9603
2023-01-01;5400000;0;5400000;181;Enebolig;Selveier;1953;Vestland;BERGEN;Ytrebygda;NULL;2;1196,9
2023-01-01;4750000;160644;4910644;137;Rekkehus;Borettslag;1975;Vestland;BERGEN;Fyllingsdalen;1;3;76001,5
2023-01-01;1825000;997424;2822424;37;Leilighet;Borettslag;1954;Vestland;BERGEN;Bergenhus;5;1;NULL
2023-01-01;2600000;553311;3153311;70;Leilighet;Borettslag;1965;Vestland;BERGEN;Årstad;11;2;357,6
2023-01-01;2333000;0;2333000;125;Tomannsbolig;Selveier;2010;Vestland;AUSTRHEIM;NULL;NULL;3;1642
2023-01-01;2930000;0;2930000;60;Leilighet;Selveier;2019;Vestland;ALVER;NULL;2;2;2118,5
2023-01-01;3010000;490000;3500000;110;Leilighet;Borettslag;1982;Vestland;BERGEN;Laksevåg;4;2;37366,3
2023-01-01;2525000;178736;2703736;77;Leilighet;Aksjeleilighet;1959;Vestland;BERGEN;Årstad;2;1;48704,6
2023-01-01;1990000;419882;2409882;85;Leilighet;Borettslag;1971;Vestland;BERGEN;Laksevåg;1;2;47121,5
2023-01-01;1770000;576623;2346623;46;Leilighet;Borettslag;1972;Vestland;BERGEN;Fana;3;1;29493,6
2023-01-01;8100000;0;8100000;240;Enebolig;Selveier;2018;Vestland;BJØRNAFJORDEN;NULL;NULL;4;581,5
2023-01-01;3030000;149190;3179190;81;Leilighet;Borettslag;1961;Vestland;BERGEN;Årstad;8;3;24147,9
2023-01-01;2550000;0;2550000;59;Leilighet;Selveier;1928;Vestland;BERGEN;Bergenhus;1;1;532,4
2023-01-01;3600000;0;3600000;81;Rekkehus;Selveier;1999;Vestland;BERGEN;Laksevåg;NULL;2;322,5
2023-01-01;4720000;0;4720000;80;Leilighet;Selveier;2022;Vestland;BERGEN;Bergenhus;2;3;5121
2023-01-01;2910000;601000;3511000;62;Leilighet;Borettslag;1948;Vestland;BERGEN;Årstad;3;1;1766,4
2023-01-01;2780000;62000;2842000;50;Leilighet;Borettslag;1928;Vestland;BERGEN;Årstad;1;1;338,1
2023-01-01;2825000;322818;3147818;66;Leilighet;Borettslag;1957;Vestland;BERGEN;Årstad;1;2;19448
2023-01-01;2770000;667606;3437606;91;Leilighet;Borettslag;1966;Vestland;BERGEN;Bergenhus;4;2;37780
2023-01-01;2300000;116755;2416755;71;Leilighet;Borettslag;1969;Vestland;BERGEN;Årstad;12;2;24147,9
2023-01-01;2420000;0;2420000;47;Leilighet;Selveier;1931;Vestland;BERGEN;Årstad;1;1;265,1
2023-01-01;3950000;0;3950000;136;Rekkehus;Selveier;1982;Vestland;BERGEN;Fyllingsdalen;NULL;3;282,3
2023-01-01;2975000;0;2975000;98;Rekkehus;Selveier;1970;Vestland;BERGEN;Laksevåg;NULL;2;6112
2023-01-01;2700000;152149;2852149;83;Leilighet;Borettslag;1973;Vestland;BERGEN;Fyllingsdalen;5;2;106025,1
2023-01-01;2920000;0;2920000;50;Leilighet;Selveier;2017;Vestland;BERGEN;Ytrebygda;3;1;6121,4
2023-01-01;2450000;149298;2599298;83;Leilighet;Borettslag;1973;Vestland;BERGEN;Åsane;2;2;110744,4
2023-01-01;2400000;0;2400000;113;Enebolig;Selveier;1986;Vestland;AUSTRHEIM;NULL;NULL;3;1149,6
2023-01-01;5220000;0;5220000;193;Rekkehus;Selveier;1934;Vestland;BERGEN;Årstad;NULL;5;144,4
2023-01-01;5450000;0;5450000;96;Enebolig;Selveier;1780;Vestland;BERGEN;Bergenhus;NULL;3;37,5
2023-01-01;2565000;0;2565000;61;Leilighet;Selveier;1985;Vestland;BERGEN;Åsane;2;1;164,2
2023-01-01;4350000;233528;4583528;175;Rekkehus;Borettslag;1967;Vestland;BERGEN;Fyllingsdalen;3;4;53383
2023-01-01;2200000;296000;2496000;65;Leilighet;Borettslag;1967;Vestland;BERGEN;Laksevåg;2;2;35284
2023-01-01;4000000;0;4000000;181;Enebolig;Selveier;1988;Vestland;ASKØY;NULL;NULL;3;644,2
2023-01-01;3100000;16549;3116549;75;Tomannsbolig;Selveier;2000;Vestland;BERGEN;Årstad;2;2;1859
2023-01-01;5915000;0;5915000;124;Enebolig;Selveier;1937;Vestland;BERGEN;Åsane;NULL;3;550,3
2023-01-01;5000000;NULL;5000000;268;Enebolig;Selveier;2010;Vestland;AUSTRHEIM;NULL;NULL;4;1373,7
2023-01-01;800000;1579616;2379616;50;Leilighet;Borettslag;2015;Vestland;ALVER;NULL;2;1;11698,9
2023-01-01;4340000;0;4340000;71;Leilighet;Selveier;2021;Vestland;BERGEN;Ytrebygda;4;3;3518,5
2023-01-01;1100000;1802000;2902000;53;Leilighet;Borettslag;2021;Vestland;ØYGARDEN;NULL;5;1;0
2023-01-01;2350000;223921;2573921;63;Leilighet;Borettslag;1958;Vestland;BERGEN;Årstad;5;2;41767,4
2023-01-01;3550000;0;3550000;127;Rekkehus;Selveier;1985;Vestland;ASKØY;NULL;NULL;3;245,4
2023-01-01;4350000;0;4350000;83;Leilighet;Selveier;2014;Vestland;BERGEN;Fana;1;2;4769,5
2023-01-01;2700000;581679;3281679;84;Leilighet;Borettslag;1972;Vestland;BERGEN;Åsane;2;3;61860,3
2023-01-01;5600000;0;5600000;142;Enebolig;Selveier;2004;Vestland;ØYGARDEN;NULL;NULL;3;926,2
2023-01-01;3690000;0;3690000;177;Tomannsbolig;Selveier;1971;Vestland;BERGEN;Laksevåg;NULL;2;323,7
2023-01-01;2820000;0;2820000;65;Leilighet;Selveier;2012;Vestland;ALVER;NULL;1;2;7360,1
2023-01-01;2150000;165879;2315879;84;Leilighet;Aksjeleilighet;1959;Vestland;BERGEN;Årstad;2;1;48704,6
2023-01-01;3150000;166992;3316992;60;Leilighet;Borettslag;1952;Vestland;BERGEN;Årstad;2;2;3554,4
2023-01-01;7500000;0;7500000;217;Enebolig;Selveier;1968;Vestland;ALVER;NULL;NULL;6;1998
2023-01-01;4075000;0;4075000;64;Leilighet;Selveier;2019;Vestland;BERGEN;Ytrebygda;7;2;6581,3
2023-01-01;2550000;196563;2746563;77;Leilighet;Borettslag;NULL;Vestland;BERGEN;Fyllingsdalen;3;2;42209,3
2023-01-01;3650000;0;3650000;121;Enebolig;Selveier;1976;Vestland;BJØRNAFJORDEN;NULL;NULL;3;918,2
2023-01-01;3180000;165879;3345879;83;Leilighet;Aksjeleilighet;1959;Vestland;BERGEN;Årstad;10;2;48704,6
2023-01-01;8225000;0;8225000;93;Leilighet;Selveier;2015;Vestland;BERGEN;Bergenhus;1;2;4654,2
2023-01-01;2400000;161116;2561116;86;Leilighet;Borettslag;1973;Vestland;BERGEN;Fyllingsdalen;7;3;106025,1
2023-01-01;2350000;170000;2520000;81;Leilighet;Borettslag;1971;Vestland;BERGEN;Laksevåg;2;3;46771,6
2023-01-01;4950000;205379;5155379;145;Leilighet;Selveier;1991;Vestland;BERGEN;Årstad;6;3;10964,4
2023-01-01;5800000;0;5800000;133;Rekkehus;Selveier;2007;Vestland;BERGEN;Fana;NULL;3;10261
2023-01-01;3500000;0;3500000;99;Leilighet;Selveier;1931;Vestland;BERGEN;Laksevåg;2;4;290,5
2023-01-01;3550000;0;3550000;110;Rekkehus;Selveier;2017;Vestland;ASKØY;NULL;NULL;3;770
2023-01-01;2800000;182508;2982508;94;Leilighet;Aksjeleilighet;1958;Vestland;BERGEN;Årstad;1;2;48704,6
2023-01-01;3990000;0;3990000;62;Leilighet;Selveier;2013;Vestland;BERGEN;Årstad;3;1;3899
2023-01-01;2775000;406807;3181807;79;Leilighet;Borettslag;1972;Vestland;BERGEN;Fyllingsdalen;1;3;6927,2
2023-01-01;2730000;517260;3247260;77;Leilighet;Borettslag;1972;Vestland;BERGEN;Åsane;1;2;65980,5
2023-01-01;3200000;0;3200000;77;Leilighet;Selveier;2003;Vestland;BERGEN;Fana;1;2;2708,3
2023-01-01;4650000;0;4650000;98;Leilighet;Selveier;2017;Vestland;BERGEN;Fana;1;3;16526,8
2023-01-01;4925000;NULL;4925000;162;Enebolig;Selveier;1986;Vestland;BERGEN;Åsane;NULL;3;221,3
2023-01-01;3750000;2107;3752107;99;Leilighet;Selveier;2007;Vestland;BERGEN;Ytrebygda;1;2;8711,3
2023-01-01;3025000;178736;3203736;76;Leilighet;Aksjeleilighet;1959;Vestland;BERGEN;Årstad;4;2;48704,6
2023-01-01;6250000;0;6250000;121;Leilighet;Selveier;2002;Vestland;BERGEN;Ytrebygda;3;3;6236,1
2023-01-01;2840000;212099;3052099;66;Leilighet;Borettslag;1980;Vestland;BERGEN;Årstad;1;2;6409,3
2023-01-01;6000000;0;6000000;201;Enebolig;Selveier;2012;Vestland;ASKØY;NULL;NULL;4;680,3
2023-01-01;6500000;0;6500000;308;Enebolig;Selveier;1937;Vestland;BERGEN;Fyllingsdalen;NULL;4;2103
2023-01-01;2705000;0;2705000;73;Leilighet;Selveier;2011;Vestland;ØYGARDEN;NULL;3;1;3844,9
2023-01-01;5850000;0;5850000;80;Leilighet;Selveier;2006;Vestland;BERGEN;Bergenhus;5;2;3580,5
2023-01-01;7250000;0;7250000;304;Enebolig;Selveier;1985;Vestland;BERGEN;Arna;NULL;7;717,4
2023-01-01;1830000;781315;2611315;52;Leilighet;Borettslag;2007;Vestland;BERGEN;Åsane;1;NULL;12559,5
2023-01-01;3120000;0;3120000;70;Tomannsbolig;Selveier;1996;Vestland;BERGEN;Ytrebygda;NULL;2;369
2023-01-01;1650000;0;1650000;44;Leilighet;Selveier;2005;Vestland;ALVER;NULL;1;1;1826,4
2023-01-01;2925000;191345;3116345;53;Leilighet;Aksjeleilighet;1926;Vestland;BERGEN;Årstad;2;1;3860
2023-01-01;3500000;0;3500000;50;Leilighet;Selveier;2008;Vestland;BERGEN;Bergenhus;3;1;3412,1
2023-01-01;3175000;0;3175000;79;Leilighet;Selveier;1997;Vestland;BERGEN;Fyllingsdalen;2;2;4969,7
2023-01-01;2625000;0;2625000;124;Leilighet;Selveier;2011;Vestland;ØYGARDEN;NULL;1;2;14680,1
2023-01-01;2950000;183963;3133963;73;Leilighet;Borettslag;1954;Vestland;BERGEN;Laksevåg;2;2;685,1
2023-01-01;1900000;242447;2142447;58;Leilighet;Borettslag;1980;Vestland;BERGEN;Åsane;4;1;22938,9
2023-01-01;9800000;0;9800000;175;Enebolig;Selveier;2004;Vestland;BERGEN;Ytrebygda;NULL;4;1705,5
2023-01-01;2800000;729075;3529075;84;Leilighet;Borettslag;2006;Vestland;BERGEN;Fana;3;2;7864,8
2023-01-01;2250000;487141;2737141;73;Leilighet;Borettslag;1972;Vestland;BERGEN;Fyllingsdalen;5;2;94349,3
2023-01-01;5800000;0;5800000;104;Leilighet;Selveier;1995;Vestland;BERGEN;Fana;4;2;3762,2
2023-01-01;4450000;0;4450000;79;Leilighet;Selveier;2015;Vestland;BERGEN;Årstad;8;2;2515
2023-01-01;2885000;178736;3063736;77;Leilighet;Aksjeleilighet;1958;Vestland;BERGEN;Årstad;3;1;48704,6
2023-01-01;2775000;166560;2941560;52;Leilighet;Aksjeleilighet;1947;Vestland;BERGEN;Årstad;1;1;434,3
2023-01-01;2790000;292450;3082450;69;Leilighet;Borettslag;1968;Vestland;BERGEN;Fyllingsdalen;3;2;39087
2023-01-01;4100000;145000;4245000;164;Rekkehus;Borettslag;1971;Vestland;BERGEN;Laksevåg;NULL;4;55241,5
2023-01-01;7300000;0;7300000;138;Enebolig;Selveier;1923;Vestland;BERGEN;Årstad;NULL;3;416,4
2023-01-01;4820000;0;4820000;151;Rekkehus;Selveier;2001;Vestland;BERGEN;Laksevåg;NULL;4;262,9
2023-01-01;4520000;0;4520000;95;Enebolig;Selveier;1994;Vestland;BERGEN;Ytrebygda;NULL;3;463,2
2023-01-01;2575000;48956;2623956;44;Leilighet;Borettslag;1890;Vestland;BERGEN;Bergenhus;NULL;1;179,2
2023-01-01;1635000;842011;2477011;42;Leilighet;Borettslag;2007;Vestland;BERGEN;Åsane;NULL;1;12559,5
2023-01-01;3050000;0;3050000;134;Rekkehus;Selveier;1960;Vestland;BERGEN;Fana;NULL;3;666,3
2023-01-01;3610000;0;3610000;46;Leilighet;Selveier;2016;Vestland;BERGEN;Årstad;6;1;5180,8
2023-01-01;3300000;2854;3302854;59;Leilighet;Selveier;2019;Vestland;BERGEN;Laksevåg;1;2;908,2
2023-01-01;3400000;0;3400000;48;Leilighet;Selveier;1890;Vestland;BERGEN;Bergenhus;3;2;166,6
2023-01-01;1750000;294000;2044000;56;Leilighet;Borettslag;1969;Vestland;BERGEN;Laksevåg;11;1;47121,5
2023-01-01;2650000;295650;2945650;64;Leilighet;Borettslag;1959;Vestland;BERGEN;Årstad;1;2;2711
2023-01-01;3500000;0;3500000;85;Leilighet;Selveier;2006;Vestland;ALVER;NULL;NULL;1;1095,5
2023-01-01;2550000;66322;2616322;61;Leilighet;Borettslag;1982;Vestland;BERGEN;Årstad;4;1;NULL
2023-01-01;4100000;0;4100000;155;Enebolig;Selveier;1960;Vestland;BERGEN;Laksevåg;NULL;3;1256,4
2023-01-01;3865000;0;3865000;118;Leilighet;Selveier;2003;Vestland;BERGEN;Fana;3;3;2719
2023-01-01;3970000;0;3970000;54;Leilighet;Selveier;2019;Vestland;BERGEN;Årstad;2;1;1066,3
2023-01-01;4950000;0;4950000;95;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;2;2;131,7
2023-01-01;2050000;540028;2590028;53;Leilighet;Borettslag;1980;Vestland;BERGEN;Fyllingsdalen;5;1;13829,8
2023-01-01;2800000;44238;2844238;75;Leilighet;Aksjeleilighet;1952;Vestland;BERGEN;Årstad;2;2;922,7
2023-01-01;2570000;525000;3095000;40;Leilighet;Borettslag;2004;Vestland;BERGEN;Årstad;7;1;492,4
2023-01-01;2380000;343577;2723577;105;Leilighet;Borettslag;1974;Vestland;BERGEN;Laksevåg;4;3;141724
2023-01-01;3650000;0;3650000;169;Enebolig;Selveier;2003;Vestland;ØYGARDEN;NULL;NULL;5;733,8
2023-01-01;2280000;20545;2300545;120;Leilighet;Borettslag;1949;Vestland;BERGEN;Årstad;1;2;2290,8
2023-01-01;3050000;84576;3134576;74;Leilighet;Borettslag;1982;Vestland;BERGEN;Fyllingsdalen;1;2;19770,1
2023-01-01;5700000;0;5700000;114;Rekkehus;Selveier;2022;Vestland;BERGEN;Åsane;NULL;3;80,1
2023-01-01;2530000;0;2530000;76;Leilighet;Selveier;1936;Vestland;BERGEN;Åsane;2;3;776,5
2023-01-01;3200000;0;3200000;69;Tomannsbolig;Selveier;1938;Vestland;BERGEN;Årstad;2;1;350
2023-01-01;2750000;0;2750000;54;Leilighet;Borettslag;1971;Vestland;BERGEN;Fyllingsdalen;1;1;36286,8
2023-01-01;3200000;109706;3309706;71;Leilighet;Borettslag;1959;Vestland;BERGEN;Årstad;4;2;38166,7
2023-01-01;6300000;0;6300000;205;Enebolig;Selveier;1967;Vestland;BERGEN;Fana;NULL;4;1568,4
2023-01-01;2790000;492657;3282657;85;Leilighet;Borettslag;1967;Vestland;BERGEN;Fyllingsdalen;10;2;48008,2
2023-01-01;5590000;0;5590000;171;Enebolig;Selveier;1971;Vestland;BERGEN;Åsane;NULL;4;432,2
2023-01-01;4560000;15961;4575961;141;Tomannsbolig;Selveier;2004;Vestland;ASKØY;NULL;NULL;4;19988
2023-01-01;5710000;0;5710000;218;Tomannsbolig;Selveier;2006;Vestland;BERGEN;Åsane;NULL;4;1960
2023-01-01;5100000;0;5100000;133;Rekkehus;Selveier;2006;Vestland;BERGEN;Ytrebygda;NULL;3;152,4
2023-01-01;2550000;0;2550000;79;Leilighet;Borettslag;1969;Vestland;BERGEN;Fyllingsdalen;3;3;36286,8
2023-01-01;2100000;520076;2620076;44;Leilighet;Borettslag;1968;Vestland;BERGEN;Fyllingsdalen;5;1;12485,3
2023-01-01;2375000;0;2375000;62;Leilighet;Selveier;2022;Vestland;ØYGARDEN;NULL;1;1;20380,5
2023-01-01;1320000;1038645;2358645;50;Leilighet;Borettslag;2009;Vestland;BERGEN;Fana;3;NULL;2585,2
2023-01-01;5200000;0;5200000;119;Tomannsbolig;Selveier;1957;Vestland;BERGEN;Fyllingsdalen;NULL;3;540,5
2023-01-01;4500000;219111;4719111;77;Leilighet;Selveier;1915;Vestland;BERGEN;Bergenhus;1;3;228,5
2023-01-01;2690000;2278889;4968889;71;Leilighet;Borettslag;2009;Vestland;BERGEN;Årstad;3;2;1478,1
2023-01-01;2225000;231000;2456000;85;Leilighet;Borettslag;1982;Vestland;BERGEN;Laksevåg;1;2;15276,2
2023-01-01;4100000;0;4100000;82;Leilighet;Selveier;1917;Vestland;BERGEN;Laksevåg;1;2;815,4
2023-01-01;2150000;131465;2281465;44;Leilighet;Borettslag;1976;Vestland;BERGEN;Laksevåg;3;1;88221
2023-01-01;3900000;0;3900000;75;Leilighet;Selveier;2002;Vestland;BERGEN;Ytrebygda;3;2;6236,1
2023-01-01;2670000;504915;3174915;63;Leilighet;Borettslag;1977;Vestland;BERGEN;Bergenhus;1;1;0
2023-01-01;1990000;0;1990000;197;Enebolig;Selveier;1973;Vestland;ALVER;NULL;NULL;3;3306,8
2023-01-01;3250000;19120;3269120;70;Leilighet;Selveier;1923;Vestland;BERGEN;Årstad;3;1;1325,2
2023-01-01;2400000;269163;2669163;99;Leilighet;Borettslag;1980;Vestland;BERGEN;Åsane;1;3;33793,1
2023-01-01;2250000;648274;2898274;116;Tomannsbolig;Borettslag;1988;Vestland;BERGEN;Arna;NULL;2;34295,5
2023-01-01;2490000;173000;2663000;87;Leilighet;Borettslag;1971;Vestland;BERGEN;Laksevåg;3;3;46771,6
2023-01-01;2190000;137000;2327000;80;Leilighet;Borettslag;1972;Vestland;BERGEN;Laksevåg;3;2;69785,8
2023-01-01;4200000;0;4200000;71;Leilighet;Selveier;2019;Vestland;BERGEN;Ytrebygda;2;2;6581,3
2023-01-01;2275000;140000;2415000;83;Leilighet;Borettslag;1972;Vestland;BERGEN;Laksevåg;4;2;69785,8
2023-01-01;6950000;0;6950000;276;Enebolig;Selveier;2005;Vestland;BERGEN;Laksevåg;NULL;5;897,1
2023-01-01;5850000;0;5850000;105;Leilighet;Selveier;2018;Vestland;BERGEN;Åsane;3;3;5099,9
2023-01-01;4210000;0;4210000;139;Rekkehus;Selveier;2011;Vestland;ALVER;NULL;NULL;4;228,2
2023-01-01;4555000;202000;4757000;172;Rekkehus;Borettslag;1975;Vestland;BERGEN;Laksevåg;NULL;4;28327,5
2023-01-01;1990000;305000;2295000;57;Leilighet;Borettslag;1971;Vestland;BERGEN;Laksevåg;7;1;47121,5
2023-01-01;2490000;137045;2627045;84;Leilighet;Borettslag;1972;Vestland;BERGEN;Åsane;4;3;110744,4
2023-01-01;2820000;160913;2980913;98;Leilighet;Borettslag;1976;Vestland;BERGEN;Åsane;3;2;15288,4
